author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/297704043/;Москва;sale;flat;15;21;1;36.5;16500000;Головинский;Кронштадтский бульвар;к1/2;Водный стадион;Кронштадтский 9
ID 106378487;homeowner;https://www.cian.ru/sale/flat/300979940/;Москва;sale;flat;2;5;2;43.0;17100000;Савеловский; Верхняя Масловка;12;Петровский Парк;
Prime;real_estate_agent;https://www.cian.ru/sale/flat/300941020/;Москва;sale;flat;2;28;1;46.3;18400000;Даниловский;1-я оч.;к7;ЗИЛ;Shagal
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303228530/;Москва;sale;flat;19;43;1;39.5;21050000;Хорошево-Мневники;Шелепихинская набережная;40к1;Шелепиха;Sydney City
Level Group;developer;https://www.cian.ru/sale/flat/302126131/;Москва;sale;flat;20;26;1;33.5;;Нагатино-Садовники;Нагатинская набережная;;Нагатинская;Level Нагатинская
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/302828206/;Москва;sale;flat;14;25;1;44.3;23527036;Покровское-Стрешнево;;;Тушинская;Алиа ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303902689/;Москва;sale;flat;16;41;2;50.5;24380000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
Премиум Сервис;real_estate_agent;https://www.cian.ru/sale/flat/300644939/;Москва;sale;flat;9;29;1;35.4;25000000;Хорошево-Мневники;Шелепихинская набережная;34к4;Шелепиха;Сердце Столицы
Ключи;real_estate_agent;https://www.cian.ru/sale/flat/303923820/;Москва;sale;flat;4;7;2;53.5;28000000;Басманный;Большая Почтовая ;16;Бауманская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302727288/;Москва;sale;flat;11;15;2;53.0;30500000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Prime;real_estate_agent;https://www.cian.ru/sale/flat/294562801/;Москва;sale;flat;25;33;2;69.8;36800000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/302893025/;Москва;sale;flat;28;29;2;53.0;44000000;Якиманка;Мытная ;40к4;Октябрьская;Sky House
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302620422/;Москва;sale;flat;11;12;2;77.0;64000000;Аэропорт;Ленинградский проспект;36с36;Петровский Парк;ВТБ Арена парк
ТСН Владис;real_estate_agent;https://www.cian.ru/sale/flat/296233811/;Москва;sale;flat;20;25;1;33.9;8000000;;;6;Коммунарка;
Колди;developer;https://www.cian.ru/sale/flat/302241111/;Москва;sale;flat;12;21;1;38.59;11281238;Нижегородский;Автомобильный проезд;4;Калитники;N’ice Loft
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/303608215/;Москва;sale;flat;18;33;2;57.0;16200000;Южное Бутово; Поляны;5Ак2;Улица Скобелевская;Столичные поляны
MR Group;developer;https://www.cian.ru/sale/flat/298871546/;Москва;sale;flat;38;48;1;34.8;16378724;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298484253/;Москва;sale;flat;3;14;1;38.8;16500000;Даниловский;проспект Лихачева;;ЗИЛ;Nagatino i-Land
Sezar Group;developer;https://www.cian.ru/sale/flat/303106303/;Москва;sale;flat;2;51;1;37.01;16839550;Хорошевский;2-й Хорошевский проезд;7С15;Хорошёвская;SEZAR CITY
Apsis Globe;developer;https://www.cian.ru/sale/flat/283700420/;Москва;sale;flat;6;21;2;72.5;16900000;Тропарево-Никулино;Востряковское шоссе;7с3;Озёрная;Комплекс апартаментов CITIMIX
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303253613/;Москва;sale;flat;4;15;1;30.2;17500000;Хорошевский;Ходынский бульвар;20А;ЦСКА;Лайнер
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303331637/;Москва;sale;flat;8;16;2;54.6;17950000;Северное Тушино; Свободы;93;Планерная;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301313976/;Москва;sale;flat;26;42;2;46.0;22500000;Котловка;Большая Черемушкинская ;25С14;Нагорная;Eniteo
Sezar Group;developer;https://www.cian.ru/sale/flat/303106768/;Москва;sale;flat;23;51;1;44.29;22942220;Хорошевский;2-й Хорошевский проезд;7С18;Хорошёвская;SEZAR CITY
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/300877720/;Москва;sale;flat;25;37;2;57.0;23000000;Останкинский; Годовикова;11к5;Алексеевская;iLove
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299110205/;Москва;sale;flat;7;11;1;39.8;24950000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297075052/;Москва;sale;flat;50;55;2;42.47;27500000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296569807/;Москва;sale;flat;50;55;2;42.62;27500000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
TOUCH;developer;https://www.cian.ru/sale/flat/302838431/;Москва;sale;flat;8;13;1;45.55;29049000;Южнопортовый;;к2;Дубровка;Шампайн ЖК
TOUCH;developer;https://www.cian.ru/sale/flat/302838389/;Москва;sale;flat;6;13;1;48.79;30444000;Южнопортовый;;к1;Дубровка;Шампайн ЖК
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/303122846/;Москва;sale;flat;17;22;2;73.3;32000000;Щукино;Щукинская ;3;Стрешнево;Интонация
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304091290/;Москва;sale;flat;5;11;2;66.0;33000000;Лефортово; Золоторожский Вал;;Серп и Молот;Символ
VOS HOD;developer;https://www.cian.ru/sale/flat/300560430/;Москва;sale;flat;9;17;1;69.5;39128500;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297080776/;Москва;sale;flat;50;55;2;65.21;42000000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
HYDE Residences;real_estate_agent;https://www.cian.ru/sale/flat/303399320/;Москва;sale;flat;50;85;2;92.0;43000000;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр;МФК ОКО
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297716380/;Москва;sale;flat;36;53;2;78.0;45800000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302464388/;Москва;sale;flat;9;21;2;86.0;47300000;Хорошево-Мневники; Нижние Мневники;9;Терехово ;Остров
FORMA;developer;https://www.cian.ru/sale/flat/300120478/;Москва;sale;flat;11;33;2;58.74;49929000;Пресненский;к2.3;к2.3;Белорусская;Репаблик ЖК
FORMA;developer;https://www.cian.ru/sale/flat/298003712/;Москва;sale;flat;27;33;2;75.56;54596180;Пресненский;к2.3;к2.3;Белорусская;Репаблик ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298199191/;Москва;sale;flat;11;14;2;69.0;55000000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
Capital Group;developer;https://www.cian.ru/sale/flat/288136857/;Москва;sale;flat;59;85;2;80.6;65815275;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
Capital Group;developer;https://www.cian.ru/sale/flat/288136854/;Москва;sale;flat;54;85;2;83.3;66326773;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
Capital Group;developer;https://www.cian.ru/sale/flat/291360136/;Москва;sale;flat;41;85;2;92.6;69193379;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299294037/;Москва;sale;flat;2;6;2;80.0;80000000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/302833891/;Москва;sale;flat;44;66;2;84.4;80180000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/302833894/;Москва;sale;flat;52;66;2;85.2;82644000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/303534738/;Москва;sale;flat;42;78;2;76.7;84370000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
ANT Development;developer;https://www.cian.ru/sale/flat/303519353/;Москва;sale;flat;11;13;2;67.0;87461800;Дорогомилово;;3к3;Парк Победы;Виктори Парк Резиденсез ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298529365/;Москва;sale;flat;6;10;2;70.0;88000000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
Сбербанк Капитал;developer;https://www.cian.ru/sale/flat/288177339/;Москва;sale;flat;1;7;2;105.2;110349560;Якиманка;Софийская набережная;36;Новокузнецкая;Резиденция 1864
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303186856/;Москва;sale;flat;6;13;2;126.0;113400000;Арбат; Новый Арбат;32;Смоленская;Звёзды Арбата
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298529788/;Москва;sale;flat;10;12;2;97.9;130000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297457935/;Москва;sale;flat;3;8;2;74.3;140000000;Якиманка;Большой Толмачевский переулок;5С5;Полянка;Дом Лаврушинский
VESPER;developer;https://www.cian.ru/sale/flat/272819965/;Москва;sale;flat;9;15;2;126.3;173610717;Пресненский; Костикова;4к4;Улица 1905 года;Lucky
VESPER;developer;https://www.cian.ru/sale/flat/289484543/;Москва;sale;flat;9;9;2;101.0;180790000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Hutton Development;developer;https://www.cian.ru/sale/flat/303616424/;Москва;sale;flat;4;6;2;101.7;219672000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
ТСН Владис;real_estate_agent;https://www.cian.ru/sale/flat/300060991/;Москва;sale;flat;7;9;1;32.8;8990000;Лосиноостровский;Тайнинская ;22;Медведково;
Группа Родина;developer;https://www.cian.ru/sale/flat/293200734/;Москва;sale;flat;3;13;1;37.3;11278100;; 1-я Ватутинская;14к1;Ольховая;Russian Design District
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/301449141/;Москва;sale;flat;21;22;2;39.9;11700000;; Картмазовские Пруды;2к3;Филатов Луг;Филатов луг
