author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
;;https://www.cian.ru/sale/flat/300373373/;Москва;sale;flat;9;23;2;68.4;32500000;Хорошево-Мневники;Жилой комплекс остров;2-й кв-л;Терехово ;Остров
;;https://www.cian.ru/sale/flat/302615259/;Москва;sale;flat;7;9;2;65.0;39900000;Басманный; Земляной Вал;21/2С1;Курская;
;developer;https://www.cian.ru/sale/flat/304095698/;Москва;sale;flat;2;16;1;54.7;42086180;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
;;https://www.cian.ru/sale/flat/301655618/;Москва;sale;flat;1;11;2;74.13;100000000;Дорогомилово;;3к2;Парк Победы;Виктори Парк Резиденсез ЖК
;;https://www.cian.ru/sale/flat/302342877/;Москва;sale;flat;6;6;2;143.0;157936859;Якиманка; Большая Полянка;61С2;Добрынинская;
;;https://www.cian.ru/sale/flat/303252400/;Москва;sale;flat;6;10;2;96.0;260000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
;developer;https://www.cian.ru/sale/flat/301534151/;Москва;sale;flat;9;10;2;43.2;8929181;;;3.3;Толстопальцево;Родные кварталы ЖК
;developer;https://www.cian.ru/sale/flat/303066592/;Москва;sale;flat;7;14;2;52.2;10023000;;;;Кедровая;Новые Ватутинки, мкр. Заречный
;;https://www.cian.ru/sale/flat/302961325/;Москва;sale;flat;2;4;1;38.64;10819200;Соколиная гора;Щербаковская ;53К17;Измайлово;
;;https://www.cian.ru/sale/flat/297066948/;Москва;sale;flat;4;4;2;44.0;11950000;Соколиная гора;Щербаковская ;53;Измайлово;
;homeowner;https://www.cian.ru/sale/flat/303202897/;Москва;sale;flat;10;11;1;45.0;15400000;;бульвар Андрея Тарковского;7;Рассказовка;Рассказово
;developer;https://www.cian.ru/sale/flat/293623772/;Москва;sale;flat;6;28;1;43.5;17182500;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
;developer;https://www.cian.ru/sale/flat/301460277/;Москва;sale;flat;16;39;1;37.2;27751456;Даниловский;;;Павелецкая;Хай Лайф ЖК
;;https://www.cian.ru/sale/flat/304381590/;Москва;sale;flat;15;36;2;60.0;28900000;Пресненский;Мукомольный проезд;2;Шелепиха;
;developer;https://www.cian.ru/sale/flat/303215976/;Москва;sale;flat;12;12;1;58.7;38155000;Даниловский;2-я Рощинская ;1;Тульская;Данилов дом
;;https://www.cian.ru/sale/flat/296403571/;Москва;sale;flat;4;8;2;65.0;42400000;Тверской;Благовещенский переулок;5;Маяковская;
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/300660827/;Москва;sale;flat;28;29;2;53.6;42800000;Якиманка;Мытная ;40к4;Октябрьская;Sky House
Стоун Бридж эстейт;real_estate_agent;https://www.cian.ru/sale/flat/290075868/;Москва;sale;flat;2;16;1;49.3;60000000;Якиманка; Большая Якиманка;22К3;Полянка;Коперник
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299008779/;Москва;sale;flat;12;28;2;121.68;63400000;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/290532622/;Москва;sale;flat;3;7;2;112.0;85000000;Хамовники;Комсомольский проспект;42С2;Спортивная;Clerkenwell House
Максим Годунов;realtor;https://www.cian.ru/sale/flat/304572579/;Москва;sale;flat;2;7;2;111.5;100350000;Арбат;1-й Смоленский переулок;21;Смоленская;Smolensky De Luxe
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/295368581/;Москва;sale;flat;3;9;2;135.4;145000000;Якиманка; Малая Полянка;2;Полянка;Онегин
Sminex;developer;https://www.cian.ru/sale/flat/294328835/;Москва;sale;flat;3;6;1;78.7;163160000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290697585/;Москва;sale;flat;3;9;2;148.5;230000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
ONE Company;real_estate_agent;https://www.cian.ru/sale/flat/301260654/;Москва;sale;flat;16;22;1;15.3;7450000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/301906475/;Москва;sale;flat;22;22;1;15.8;7890000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/300858701/;Москва;sale;flat;6;22;1;17.3;8590000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/295014010/;Москва;sale;flat;6;22;1;17.3;8590000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/296124514/;Москва;sale;flat;22;22;1;17.2;8780000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/300822403/;Москва;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294623881/;Москва;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/301476484/;Москва;sale;flat;13;22;1;17.6;8900000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294621795/;Москва;sale;flat;13;22;1;19.9;9070000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/303666748/;Москва;sale;flat;16;22;1;19.2;10000000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304126763/;Москва;sale;flat;3;17;1;42.4;10500000;;;1;Рассказовка;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/300568239/;Москва;sale;flat;3;5;2;46.7;11990000;Новогиреево;Мартеновская ;20;Новогиреево;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302071576/;Москва;sale;flat;8;14;1;36.5;12500000;;бульвар Скандинавский;9;Потапово;Скандинавия
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304545560/;Москва;sale;flat;1;10;2;35.0;15600000;Проспект Вернадского;проспект Вернадского;41С1;;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304545558/;Москва;sale;flat;1;10;2;46.0;16900000;Проспект Вернадского;проспект Вернадского;41С1;;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296506433/;Москва;sale;flat;8;24;2;50.7;17100000;Можайский; Толбухина;11К2;Сетунь;
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/301506427/;Москва;sale;flat;1;12;2;38.2;17200000;Тверской; Бутырский Вал;34;Белорусская;
MR Group;developer;https://www.cian.ru/sale/flat/303227074/;Москва;sale;flat;17;30;1;41.5;19199932;Южнопортовый;Волгоградский проспект;32/3к4;Волгоградский проспект;Метрополия
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/299252517/;Москва;sale;flat;3;14;2;61.1;19950000;Печатники;Южнопортовая ;28АС17;Кожуховская;Level Южнопортовая
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296736911/;Москва;sale;flat;4;21;1;45.15;22500000;Алексеевский;Новоалексеевская ;16к2;Алексеевская;Серебряный фонтан
Estes;real_estate_agent;https://www.cian.ru/sale/flat/304233063/;Москва;sale;flat;3;22;2;60.8;23000000;Хорошево-Мневники;3-я Хорошевская ;17А;Зорге;Вереск
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303947008/;Москва;sale;flat;6;12;2;49.9;23190000;Филевский парк;Кастанаевская ;7;Багратионовская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304119233/;Москва;sale;flat;8;24;2;45.2;23300000;Хорошево-Мневники;Шелепихинская набережная;40к2;Шелепиха;Sydney City
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/293718260/;Москва;sale;flat;5;6;1;43.0;27500000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/288460035/;Москва;sale;flat;9;21;2;50.3;32900000;Басманный; Земляной Вал;37к1;Чкаловская;Дом Chkalov
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300539730/;Москва;sale;flat;1;8;2;63.0;37000000;Басманный;Чистопрудный бульвар;12К2;Чистые пруды;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296565916/;Москва;sale;flat;4;8;2;65.0;44900000;Тверской;Благовещенский переулок;5;Маяковская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/301906284/;Москва;sale;flat;5;9;2;64.0;47000000;Хамовники;Фрунзенская набережная;44С1;Фрунзенская;
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299008778/;Москва;sale;flat;4;28;2;70.0;48000000;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298329420/;Москва;sale;flat;2;9;1;49.2;50910200;Таганский;Серебрянический переулок;6;Китай-город;Титул на Серебрянической
Capital Group;developer;https://www.cian.ru/sale/flat/301483027/;Москва;sale;flat;12;18;1;53.4;59653573;Дорогомилово;;;Москва-Сити;Бадаевский ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300133660/;Москва;sale;flat;3;3;2;107.8;70000000;Покровское-Стрешнево;Ленинградское шоссе;23к1;Балтийская;TWEED PARK
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303370372/;Москва;sale;flat;4;8;1;57.0;69900000;Таганский;Тессинский переулок;1;Чкаловская;Тессинский, 1
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299558863/;Москва;sale;flat;2;4;2;136.6;75000000;Донской;Варшавское шоссе;9с28;Тульская;Даниловская мануфактура
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300006046/;Москва;sale;flat;4;6;2;156.0;77400000;Тверской; Малая Дмитровка;29С1;Маяковская;
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/303920462/;Москва;sale;flat;17;78;2;92.0;80000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
